player_pair,pass_percentage_1,total_passes_1,pass_percentage_2,total_passes_2
"Alyssa Wohlfeiler, Breanne Wilson-Bennett",0,0,0,0
"Alyssa Wohlfeiler, Brooke Boquist",0,0,0,0
"Alyssa Wohlfeiler, Elaine Chuli",0,0,0,0
"Alyssa Wohlfeiler, Emily Fluke",0,0,0,0
"Alyssa Wohlfeiler, Emma Greco",0,0,0,0
"Alyssa Wohlfeiler, Emma Woods",0,0,0,0
"Alyssa Wohlfeiler, Julie Allen",0,0,0,0
"Alyssa Wohlfeiler, Kristen Barbara",0,0,0,0
"Alyssa Wohlfeiler, Lindsay Eastwood",0,0,0,0
"Alyssa Wohlfeiler, Mackenzie MacNeil",0,0,0,0
"Alyssa Wohlfeiler, Megan Quinn",0,0,0,0
"Alyssa Wohlfeiler, Mikyla Grant-Mentis",0,0,0,0
"Alyssa Wohlfeiler, Natalie Marcuzzi",0,0,0,0
"Alyssa Wohlfeiler, Samantha Ridgewell",0,0,0,0
"Alyssa Wohlfeiler, Sarah Steele",0,0,0,0
"Alyssa Wohlfeiler, Sarah-Eve Coutu Godbout",0,0,0,0
"Alyssa Wohlfeiler, Shiann Darkangelo",0,0,0,0
"Alyssa Wohlfeiler, Taylor Woods",0,0,0,0
"Alyssa Wohlfeiler, Taytum Clairmont",0,0,0,0
"Amanda Conway, Brooke Wolejko",0,0,0,0
"Amanda Conway, Elena Orlando",0,0,10,0.181818182
"Amanda Conway, Emma Vlasic",0,0,0,0
"Amanda Conway, Grace Klienbach",0,0,0,0
"Amanda Conway, Hanna Beattie",10,0.277777778,6.666666667,0.545454545
"Amanda Conway, Janine Weber",2,0.694444444,7.5,0.727272727
"Amanda Conway, Katelynn Russ",0,0,0,0
"Amanda Conway, Kaycie Anderson",0,0,0,0
"Amanda Conway, Kayla Friesen",6.666666667,0.416666667,7.5,0.727272727
"Amanda Conway, Laurel Hill",0,0,0,0
"Amanda Conway, Mackenzie Lancaster",3.333333333,0.416666667,4,0.909090909
"Amanda Conway, Maddie Bishop",0,0.416666667,1.666666667,1.090909091
"Amanda Conway, Maeve Reilly",10,0.138888889,10,0.181818182
"Amanda Conway, Maggie LaGue",0,0.138888889,10,0.727272727
"Amanda Conway, Mariah Fujimagari",0,0,0,0
"Amanda Conway, Nicole Guagliardo",0,0,0,0
"Amanda Conway, Rachael Ade",0,0,0,0
"Amanda Conway, Sarah Hughson",5,0.277777778,0,0
"Amanda Conway, Sarah Schwenzfeier",3.333333333,0.416666667,0,0
"Amanda Conway, Shannon Doyle",3.333333333,0.416666667,5,2.181818182
"Amanda Conway, Taylor Marchin",7.5,0.555555556,6.25,1.454545455
"Amanda Conway, Tori Howran",10,0.277777778,6,0.909090909
"Amanda Conway, Allie Olnowich",0,0,0,0
"Amanda Conway, Brooke Avery",0,0,0,0
"Amanda Conway, Cailey Hutchison",0,0,0,0
"Amanda Conway, Emily Janiga",0,0,0,0
"Amanda Conway, Jayne Lewis",0,0,0,0
"Amanda Conway, Kate Leary",0,0,0,0
"Amanda Conway, Kelly Babstock",0,0,0,0
"Amanda Conway, Kendall Cornine",0,0,0,0
"Amanda Conway, Kiira Dosdall",0,0,0,0
"Amanda Conway, Leila Kilduff",0,0,0,0
"Amanda Conway, Madison Packer",0,0,0,0
"Amanda Conway, Mallory Rushton",0,0,0,0
"Amanda Conway, Paige Voight",0,0,0,0
"Amanda Conway, Rebecca Morse",0,0,0,0
"Amanda Conway, Rebecca Russo",0,0,0,0
"Amanda Conway, Sammy Kolowrat",0,0,0,0
"Amanda Conway, Saroya Tinker",0,0,0,0
"Amanda Conway, Sonjia Shelly",0,0,0,0
"Amanda Conway, Tera Hofmann",0,0,0,0
"Amanda Conway, Theresa Knutson",0,0,0,0
"Amanda Conway, Allie Thunstrom",0,0,0,0
"Amanda Conway, Amanda Leveille",0,0,0,0
"Amanda Conway, Audra Richards",0,0,0,0
"Amanda Conway, Brooke White",0,0,0,0
"Amanda Conway, Chelsey Brodt-Rosenthal",0,0,0,0
"Amanda Conway, Emma Stauber",0,0,0,0
"Amanda Conway, Haley Mack",0,0,0,0
"Amanda Conway, Haylea Schmid",0,0,0,0
"Amanda Conway, Jonna Curtis",0,0,0,0
"Amanda Conway, Lynn Astrup",0,0,0,0
"Amanda Conway, Maddie Rowe",0,0,0,0
"Amanda Conway, Meaghan Pezon",0,0,0,0
"Amanda Conway, Meghan Lorence",0,0,0,0
"Amanda Conway, Nina Rodgers",0,0,0,0
"Amanda Conway, Rose Alleva",0,0,0,0
"Amanda Conway, Sara Bustad",0,0,0,0
"Amanda Conway, Stephanie Anderson",0,0,0,0
"Amanda Conway, Sydney Baldwin",0,0,0,0
"Amanda Conway, Winny Brodt-Brown",0,0,0,0
"Amanda Conway, Amy Curlew",0,0,0,0
"Amanda Conway, Breanne Wilson-Bennett",0,0,0,0
"Amanda Conway, Brooke Boquist",0,0,0,0
"Amanda Conway, Elaine Chuli",0,0,0,0
"Amanda Conway, Emily Fluke",0,0,0,0
"Amanda Conway, Emma Greco",0,0,0,0
"Amanda Conway, Emma Woods",0,0,0,0
"Amanda Conway, Julie Allen",0,0,0,0
"Amanda Conway, Kristen Barbara",0,0,0,0
"Amanda Conway, Lindsay Eastwood",0,0,0,0
"Amanda Conway, Mackenzie MacNeil",0,0,0,0
"Amanda Conway, Megan Quinn",0,0,0,0
"Amanda Conway, Mikyla Grant-Mentis",0,0,0,0
"Amanda Conway, Natalie Marcuzzi",0,0,0,0
"Amanda Conway, Samantha Ridgewell",0,0,0,0
"Amanda Conway, Sarah Steele",0,0,0,0
"Amanda Conway, Sarah-Eve Coutu Godbout",0,0,0,0
"Amanda Conway, Shiann Darkangelo",0,0,0,0
"Amanda Conway, Taylor Woods",0,0,0,0
"Amanda Conway, Taytum Clairmont",0,0,0,0
"Brooke Wolejko, Elena Orlando",0,0,0,0
"Brooke Wolejko, Emma Vlasic",0,0,0,0
"Brooke Wolejko, Grace Klienbach",0,0,0,0
"Brooke Wolejko, Hanna Beattie",10,0.416666667,0,0
"Brooke Wolejko, Janine Weber",0,0,0,0
"Brooke Wolejko, Katelynn Russ",0,0,0,0
"Brooke Wolejko, Kaycie Anderson",0,0,0,0
"Brooke Wolejko, Kayla Friesen",0,0,0,0
"Brooke Wolejko, Laurel Hill",0,0,0,0
"Brooke Wolejko, Mackenzie Lancaster",0,0,0,0
"Brooke Wolejko, Maddie Bishop",0,0,0,0
"Brooke Wolejko, Maeve Reilly",0,0,0,0
"Brooke Wolejko, Maggie LaGue",0,0.138888889,0,0
"Brooke Wolejko, Mariah Fujimagari",0,0,0,0
"Brooke Wolejko, Nicole Guagliardo",0,0,0,0
"Brooke Wolejko, Rachael Ade",0,0,0,0
"Brooke Wolejko, Sarah Hughson",0,0,0,0
"Brooke Wolejko, Sarah Schwenzfeier",0,0,0,0
"Brooke Wolejko, Shannon Doyle",10,0.138888889,0,0
"Brooke Wolejko, Taylor Marchin",10,0.138888889,0,0
"Brooke Wolejko, Tori Howran",10,0.694444444,0,0
"Brooke Wolejko, Allie Olnowich",0,0,0,0
"Brooke Wolejko, Brooke Avery",0,0,0,0
"Brooke Wolejko, Cailey Hutchison",0,0,0,0
"Brooke Wolejko, Emily Janiga",0,0,0,0
"Brooke Wolejko, Jayne Lewis",0,0,0,0
"Brooke Wolejko, Kate Leary",0,0,0,0
"Brooke Wolejko, Kelly Babstock",0,0,0,0
"Brooke Wolejko, Kendall Cornine",0,0,0,0
"Brooke Wolejko, Kiira Dosdall",0,0,0,0
"Brooke Wolejko, Leila Kilduff",0,0,0,0
"Brooke Wolejko, Madison Packer",0,0,0,0
"Brooke Wolejko, Mallory Rushton",0,0,0,0
"Brooke Wolejko, Paige Voight",0,0,0,0
"Brooke Wolejko, Rebecca Morse",0,0,0,0
"Brooke Wolejko, Rebecca Russo",0,0,0,0
"Brooke Wolejko, Sammy Kolowrat",0,0,0,0
"Brooke Wolejko, Saroya Tinker",0,0,0,0
"Brooke Wolejko, Sonjia Shelly",0,0,0,0
"Brooke Wolejko, Tera Hofmann",0,0,0,0
"Brooke Wolejko, Theresa Knutson",0,0,0,0
"Brooke Wolejko, Allie Thunstrom",0,0,0,0
"Brooke Wolejko, Amanda Leveille",0,0,0,0
"Brooke Wolejko, Audra Richards",0,0,0,0
"Brooke Wolejko, Brooke White",0,0,0,0
"Brooke Wolejko, Chelsey Brodt-Rosenthal",0,0,0,0
"Brooke Wolejko, Emma Stauber",0,0,0,0
"Brooke Wolejko, Haley Mack",0,0,0,0
"Brooke Wolejko, Haylea Schmid",0,0,0,0
"Brooke Wolejko, Jonna Curtis",0,0,0,0
"Brooke Wolejko, Lynn Astrup",0,0,0,0
"Brooke Wolejko, Maddie Rowe",0,0,0,0
"Brooke Wolejko, Meaghan Pezon",0,0,0,0
"Brooke Wolejko, Meghan Lorence",0,0,0,0
"Brooke Wolejko, Nina Rodgers",0,0,0,0
"Brooke Wolejko, Rose Alleva",0,0,0,0
"Brooke Wolejko, Sara Bustad",0,0,0,0
"Brooke Wolejko, Stephanie Anderson",0,0,0,0
"Brooke Wolejko, Sydney Baldwin",0,0,0,0
"Brooke Wolejko, Winny Brodt-Brown",0,0,0,0
"Brooke Wolejko, Amy Curlew",0,0,0,0
"Brooke Wolejko, Breanne Wilson-Bennett",0,0,0,0
"Brooke Wolejko, Brooke Boquist",0,0,0,0
"Brooke Wolejko, Elaine Chuli",0,0,0,0
"Brooke Wolejko, Emily Fluke",0,0,0,0
"Brooke Wolejko, Emma Greco",0,0,0,0
"Brooke Wolejko, Emma Woods",0,0,0,0
"Brooke Wolejko, Julie Allen",0,0,0,0
"Brooke Wolejko, Kristen Barbara",0,0,0,0
"Brooke Wolejko, Lindsay Eastwood",0,0,0,0
"Brooke Wolejko, Mackenzie MacNeil",0,0,0,0
"Brooke Wolejko, Megan Quinn",0,0,0,0
"Brooke Wolejko, Mikyla Grant-Mentis",0,0,0,0
"Brooke Wolejko, Natalie Marcuzzi",0,0,0,0
"Brooke Wolejko, Samantha Ridgewell",0,0,0,0
"Brooke Wolejko, Sarah Steele",0,0,0,0
"Brooke Wolejko, Sarah-Eve Coutu Godbout",0,0,0,0
"Brooke Wolejko, Shiann Darkangelo",0,0,0,0
"Brooke Wolejko, Taylor Woods",0,0,0,0
"Brooke Wolejko, Taytum Clairmont",0,0,0,0
"Elena Orlando, Emma Vlasic",6,0.694444444,5,0.363636364
"Elena Orlando, Grace Klienbach",5,0.277777778,7.5,0.727272727
"Elena Orlando, Hanna Beattie",0,0,0,0
"Elena Orlando, Janine Weber",6.25,1.111111111,10,0.181818182
"Elena Orlando, Katelynn Russ",3.333333333,0.416666667,10,0.181818182
"Elena Orlando, Kaycie Anderson",1.111111111,1.25,10,0.363636364
"Elena Orlando, Kayla Friesen",0,0.416666667,0,0.181818182
"Elena Orlando, Laurel Hill",0,0,0,0
"Elena Orlando, Mackenzie Lancaster",3.333333333,0.416666667,10,0.181818182
"Elena Orlando, Maddie Bishop",0,0,0,0
"Elena Orlando, Maeve Reilly",6.666666667,0.416666667,0,0
"Elena Orlando, Maggie LaGue",10,0.277777778,10,0.181818182
"Elena Orlando, Mariah Fujimagari",0,0,0,0
"Elena Orlando, Nicole Guagliardo",0,0.277777778,0,0
"Elena Orlando, Rachael Ade",5,0.277777778,0,0
"Elena Orlando, Sarah Hughson",0,0,0,0
"Elena Orlando, Sarah Schwenzfeier",8,1.388888889,6.666666667,0.545454545
"Elena Orlando, Shannon Doyle",0,0,10,0.181818182
"Elena Orlando, Taylor Marchin",9.285714286,1.944444444,10,1.818181818
"Elena Orlando, Tori Howran",0,0,0,0
"Elena Orlando, Allie Olnowich",0,0,0,0
"Elena Orlando, Brooke Avery",0,0,0,0
"Elena Orlando, Cailey Hutchison",0,0,0,0
"Elena Orlando, Emily Janiga",0,0,0,0
"Elena Orlando, Jayne Lewis",0,0,0,0
"Elena Orlando, Kate Leary",0,0,0,0
"Elena Orlando, Kelly Babstock",0,0,0,0
"Elena Orlando, Kendall Cornine",0,0,0,0
"Elena Orlando, Kiira Dosdall",0,0,0,0
"Elena Orlando, Leila Kilduff",0,0,0,0
"Elena Orlando, Madison Packer",0,0,0,0
"Elena Orlando, Mallory Rushton",0,0,0,0
"Elena Orlando, Paige Voight",0,0,0,0
"Elena Orlando, Rebecca Morse",0,0,0,0
"Elena Orlando, Rebecca Russo",0,0,0,0
"Elena Orlando, Sammy Kolowrat",0,0,0,0
"Elena Orlando, Saroya Tinker",0,0,0,0
"Elena Orlando, Sonjia Shelly",0,0,0,0
"Elena Orlando, Tera Hofmann",0,0,0,0
"Elena Orlando, Theresa Knutson",0,0,0,0
"Elena Orlando, Allie Thunstrom",0,0,0,0
"Elena Orlando, Amanda Leveille",0,0,0,0
"Elena Orlando, Audra Richards",0,0,0,0
"Elena Orlando, Brooke White",0,0,0,0
"Elena Orlando, Chelsey Brodt-Rosenthal",0,0,0,0
"Elena Orlando, Emma Stauber",0,0,0,0
"Elena Orlando, Haley Mack",0,0,0,0
"Elena Orlando, Haylea Schmid",0,0,0,0
"Elena Orlando, Jonna Curtis",0,0,0,0
"Elena Orlando, Lynn Astrup",0,0,0,0
"Elena Orlando, Maddie Rowe",0,0,0,0
"Elena Orlando, Meaghan Pezon",0,0,0,0
"Elena Orlando, Meghan Lorence",0,0,0,0
"Elena Orlando, Nina Rodgers",0,0,0,0
"Elena Orlando, Rose Alleva",0,0,0,0
"Elena Orlando, Sara Bustad",0,0,0,0
"Elena Orlando, Stephanie Anderson",0,0,0,0
"Elena Orlando, Sydney Baldwin",0,0,0,0
"Elena Orlando, Winny Brodt-Brown",0,0,0,0
"Elena Orlando, Amy Curlew",0,0,0,0
"Elena Orlando, Breanne Wilson-Bennett",0,0,0,0
"Elena Orlando, Brooke Boquist",0,0,0,0
"Elena Orlando, Elaine Chuli",0,0,0,0
"Elena Orlando, Emily Fluke",0,0,0,0
"Elena Orlando, Emma Greco",0,0,0,0
"Elena Orlando, Emma Woods",0,0,0,0
"Elena Orlando, Julie Allen",0,0,0,0
"Elena Orlando, Kristen Barbara",0,0,0,0
"Elena Orlando, Lindsay Eastwood",0,0,0,0
"Elena Orlando, Mackenzie MacNeil",0,0,0,0
"Elena Orlando, Megan Quinn",0,0,0,0
"Elena Orlando, Mikyla Grant-Mentis",0,0,0,0
"Elena Orlando, Natalie Marcuzzi",0,0,0,0
"Elena Orlando, Samantha Ridgewell",0,0,0,0
"Elena Orlando, Sarah Steele",0,0,0,0
"Elena Orlando, Sarah-Eve Coutu Godbout",0,0,0,0
"Elena Orlando, Shiann Darkangelo",0,0,0,0
"Elena Orlando, Taylor Woods",0,0,0,0
"Elena Orlando, Taytum Clairmont",0,0,0,0
"Emma Vlasic, Grace Klienbach",5,0.555555556,0,0.181818182
"Emma Vlasic, Hanna Beattie",8,0.694444444,6.666666667,1.090909091
"Emma Vlasic, Janine Weber",10,0.277777778,3.333333333,0.545454545
"Emma Vlasic, Katelynn Russ",6.4,3.472222222,6.666666667,2.181818182
"Emma Vlasic, Kaycie Anderson",0,0,0,0
"Emma Vlasic, Kayla Friesen",5,0.277777778,5,0.363636364
"Emma Vlasic, Laurel Hill",10,0.138888889,0,0.545454545
"Emma Vlasic, Mackenzie Lancaster",0,0,0,0
"Emma Vlasic, Maddie Bishop",0,0,0,0
"Emma Vlasic, Maeve Reilly",0,0,10,0.181818182
"Emma Vlasic, Maggie LaGue",10,0.694444444,6.25,2.909090909
"Emma Vlasic, Mariah Fujimagari",0,0,0,0
"Emma Vlasic, Nicole Guagliardo",10,0.138888889,0,0.181818182
"Emma Vlasic, Rachael Ade",0,0.138888889,0,0
"Emma Vlasic, Sarah Hughson",0,0,0,0
"Emma Vlasic, Sarah Schwenzfeier",0,0,0,0
"Emma Vlasic, Shannon Doyle",10,0.972222222,2,0.909090909
"Emma Vlasic, Taylor Marchin",10,0.277777778,6.25,1.454545455
"Emma Vlasic, Tori Howran",10,0.555555556,6.666666667,1.090909091
"Emma Vlasic, Allie Olnowich",0,0,0,0
"Emma Vlasic, Brooke Avery",0,0,0,0
"Emma Vlasic, Cailey Hutchison",0,0,0,0
"Emma Vlasic, Emily Janiga",0,0,0,0
"Emma Vlasic, Jayne Lewis",0,0,0,0
"Emma Vlasic, Kate Leary",0,0,0,0
"Emma Vlasic, Kelly Babstock",0,0,0,0
"Emma Vlasic, Kendall Cornine",0,0,0,0
"Emma Vlasic, Kiira Dosdall",0,0,0,0
"Emma Vlasic, Leila Kilduff",0,0,0,0
"Emma Vlasic, Madison Packer",0,0,0,0
"Emma Vlasic, Mallory Rushton",0,0,0,0
"Emma Vlasic, Paige Voight",0,0,0,0
"Emma Vlasic, Rebecca Morse",0,0,0,0
"Emma Vlasic, Rebecca Russo",0,0,0,0
"Emma Vlasic, Sammy Kolowrat",0,0,0,0
"Emma Vlasic, Saroya Tinker",0,0,0,0
"Emma Vlasic, Sonjia Shelly",0,0,0,0
"Emma Vlasic, Tera Hofmann",0,0,0,0
"Emma Vlasic, Theresa Knutson",0,0,0,0
"Emma Vlasic, Allie Thunstrom",0,0,0,0
"Emma Vlasic, Amanda Leveille",0,0,0,0
"Emma Vlasic, Audra Richards",0,0,0,0
"Emma Vlasic, Brooke White",0,0,0,0
"Emma Vlasic, Chelsey Brodt-Rosenthal",0,0,0,0
"Emma Vlasic, Emma Stauber",0,0,0,0
"Emma Vlasic, Haley Mack",0,0,0,0
"Emma Vlasic, Haylea Schmid",0,0,0,0
"Emma Vlasic, Jonna Curtis",0,0,0,0
"Emma Vlasic, Lynn Astrup",0,0,0,0
"Emma Vlasic, Maddie Rowe",0,0,0,0
"Emma Vlasic, Meaghan Pezon",0,0,0,0
"Emma Vlasic, Meghan Lorence",0,0,0,0
"Emma Vlasic, Nina Rodgers",0,0,0,0
"Emma Vlasic, Rose Alleva",0,0,0,0
"Emma Vlasic, Sara Bustad",0,0,0,0
"Emma Vlasic, Stephanie Anderson",0,0,0,0
"Emma Vlasic, Sydney Baldwin",0,0,0,0
"Emma Vlasic, Winny Brodt-Brown",0,0,0,0
"Emma Vlasic, Amy Curlew",0,0,0,0
"Emma Vlasic, Breanne Wilson-Bennett",0,0,0,0
"Emma Vlasic, Brooke Boquist",0,0,0,0
"Emma Vlasic, Elaine Chuli",0,0,0,0
"Emma Vlasic, Emily Fluke",0,0,0,0
"Emma Vlasic, Emma Greco",0,0,0,0
"Emma Vlasic, Emma Woods",0,0,0,0
"Emma Vlasic, Julie Allen",0,0,0,0
"Emma Vlasic, Kristen Barbara",0,0,0,0
"Emma Vlasic, Lindsay Eastwood",0,0,0,0
"Emma Vlasic, Mackenzie MacNeil",0,0,0,0
"Emma Vlasic, Megan Quinn",0,0,0,0
"Emma Vlasic, Mikyla Grant-Mentis",0,0,0,0
"Emma Vlasic, Natalie Marcuzzi",0,0,0,0
"Emma Vlasic, Samantha Ridgewell",0,0,0,0
"Emma Vlasic, Sarah Steele",0,0,0,0
"Emma Vlasic, Sarah-Eve Coutu Godbout",0,0,0,0
"Emma Vlasic, Shiann Darkangelo",0,0,0,0
"Emma Vlasic, Taylor Woods",0,0,0,0
"Emma Vlasic, Taytum Clairmont",0,0,0,0
"Grace Klienbach, Hanna Beattie",10,0.138888889,5,0.363636364
"Grace Klienbach, Janine Weber",0,0,0,0
"Grace Klienbach, Katelynn Russ",0,0,0,0
"Grace Klienbach, Kaycie Anderson",6.923076923,1.805555556,4.285714286,2.545454545
"Grace Klienbach, Kayla Friesen",0,0,0,0.181818182
"Grace Klienbach, Laurel Hill",0,0,2.857142857,1.272727273
"Grace Klienbach, Mackenzie Lancaster",0,0.138888889,0,0
"Grace Klienbach, Maddie Bishop",0,0,10,0.181818182
"Grace Klienbach, Maeve Reilly",0,0,0,0
"Grace Klienbach, Maggie LaGue",10,0.138888889,6.666666667,0.545454545
"Grace Klienbach, Mariah Fujimagari",0,0,0,0
"Grace Klienbach, Nicole Guagliardo",0,0,0,0
"Grace Klienbach, Rachael Ade",0,0,0,0
"Grace Klienbach, Sarah Hughson",0,0,0,0
"Grace Klienbach, Sarah Schwenzfeier",5,1.388888889,3.529411765,3.090909091
"Grace Klienbach, Shannon Doyle",0,0,8.333333333,1.090909091
"Grace Klienbach, Taylor Marchin",0,0,4,2.727272727
"Grace Klienbach, Tori Howran",10,0.138888889,5,0.363636364
"Grace Klienbach, Allie Olnowich",0,0,0,0
"Grace Klienbach, Brooke Avery",0,0,0,0
"Grace Klienbach, Cailey Hutchison",0,0,0,0
"Grace Klienbach, Emily Janiga",0,0,0,0
"Grace Klienbach, Jayne Lewis",0,0,0,0
"Grace Klienbach, Kate Leary",0,0,0,0
"Grace Klienbach, Kelly Babstock",0,0,0,0
"Grace Klienbach, Kendall Cornine",0,0,0,0
"Grace Klienbach, Kiira Dosdall",0,0,0,0
"Grace Klienbach, Leila Kilduff",0,0,0,0
"Grace Klienbach, Madison Packer",0,0,0,0
"Grace Klienbach, Mallory Rushton",0,0,0,0
"Grace Klienbach, Paige Voight",0,0,0,0
"Grace Klienbach, Rebecca Morse",0,0,0,0
"Grace Klienbach, Rebecca Russo",0,0,0,0
"Grace Klienbach, Sammy Kolowrat",0,0,0,0
"Grace Klienbach, Saroya Tinker",0,0,0,0
"Grace Klienbach, Sonjia Shelly",0,0,0,0
"Grace Klienbach, Tera Hofmann",0,0,0,0
"Grace Klienbach, Theresa Knutson",0,0,0,0
"Grace Klienbach, Allie Thunstrom",0,0,0,0
"Grace Klienbach, Amanda Leveille",0,0,0,0
"Grace Klienbach, Audra Richards",0,0,0,0
"Grace Klienbach, Brooke White",0,0,0,0
"Grace Klienbach, Chelsey Brodt-Rosenthal",0,0,0,0
"Grace Klienbach, Emma Stauber",0,0,0,0
"Grace Klienbach, Haley Mack",0,0,0,0
"Grace Klienbach, Haylea Schmid",0,0,0,0
"Grace Klienbach, Jonna Curtis",0,0,0,0
"Grace Klienbach, Lynn Astrup",0,0,0,0
"Grace Klienbach, Maddie Rowe",0,0,0,0
"Grace Klienbach, Meaghan Pezon",0,0,0,0
"Grace Klienbach, Meghan Lorence",0,0,0,0
"Grace Klienbach, Nina Rodgers",0,0,0,0
"Grace Klienbach, Rose Alleva",0,0,0,0
"Grace Klienbach, Sara Bustad",0,0,0,0
"Grace Klienbach, Stephanie Anderson",0,0,0,0
"Grace Klienbach, Sydney Baldwin",0,0,0,0
"Grace Klienbach, Winny Brodt-Brown",0,0,0,0
"Grace Klienbach, Amy Curlew",0,0,0,0
"Grace Klienbach, Breanne Wilson-Bennett",0,0,0,0
"Grace Klienbach, Brooke Boquist",0,0,0,0
"Grace Klienbach, Elaine Chuli",0,0,0,0
"Grace Klienbach, Emily Fluke",0,0,0,0
"Grace Klienbach, Emma Greco",0,0,0,0
"Grace Klienbach, Emma Woods",0,0,0,0
"Grace Klienbach, Julie Allen",0,0,0,0
"Grace Klienbach, Kristen Barbara",0,0,0,0
"Grace Klienbach, Lindsay Eastwood",0,0,0,0
"Grace Klienbach, Mackenzie MacNeil",0,0,0,0
"Grace Klienbach, Megan Quinn",0,0,0,0
"Grace Klienbach, Mikyla Grant-Mentis",0,0,0,0
"Grace Klienbach, Natalie Marcuzzi",0,0,0,0
"Grace Klienbach, Samantha Ridgewell",0,0,0,0
"Grace Klienbach, Sarah Steele",0,0,0,0
"Grace Klienbach, Sarah-Eve Coutu Godbout",0,0,0,0
"Grace Klienbach, Shiann Darkangelo",0,0,0,0
"Grace Klienbach, Taylor Woods",0,0,0,0
"Grace Klienbach, Taytum Clairmont",0,0,0,0
"Hanna Beattie, Janine Weber",2.727272727,1.527777778,10,0.181818182
"Hanna Beattie, Katelynn Russ",4.545454545,1.527777778,0,0
"Hanna Beattie, Kaycie Anderson",0,0,0,0
"Hanna Beattie, Kayla Friesen",6,0.694444444,0,0
"Hanna Beattie, Laurel Hill",0,0,0,0
"Hanna Beattie, Mackenzie Lancaster",5,0.833333333,8,0.909090909
"Hanna Beattie, Maddie Bishop",2,0.694444444,0,0
"Hanna Beattie, Maeve Reilly",5,0.555555556,0,0
"Hanna Beattie, Maggie LaGue",10,1.388888889,10,1.090909091
"Hanna Beattie, Mariah Fujimagari",0,0,0,0
"Hanna Beattie, Nicole Guagliardo",6.666666667,0.416666667,10,0.181818182
"Hanna Beattie, Rachael Ade",0,0.138888889,0,0
"Hanna Beattie, Sarah Hughson",2.5,0.555555556,0,0
"Hanna Beattie, Sarah Schwenzfeier",5,0.555555556,10,0.181818182
"Hanna Beattie, Shannon Doyle",10,0.555555556,8.333333333,1.090909091
"Hanna Beattie, Taylor Marchin",0,0,0,0
"Hanna Beattie, Tori Howran",10,0.138888889,0,0
"Hanna Beattie, Allie Olnowich",0,0,0,0
"Hanna Beattie, Brooke Avery",0,0,0,0
"Hanna Beattie, Cailey Hutchison",0,0,0,0
"Hanna Beattie, Emily Janiga",0,0,0,0
"Hanna Beattie, Jayne Lewis",0,0,0,0
"Hanna Beattie, Kate Leary",0,0,0,0
"Hanna Beattie, Kelly Babstock",0,0,0,0
"Hanna Beattie, Kendall Cornine",0,0,0,0
"Hanna Beattie, Kiira Dosdall",0,0,0,0
"Hanna Beattie, Leila Kilduff",0,0,0,0
"Hanna Beattie, Madison Packer",0,0,0,0
"Hanna Beattie, Mallory Rushton",0,0,0,0
"Hanna Beattie, Paige Voight",0,0,0,0
"Hanna Beattie, Rebecca Morse",0,0,0,0
"Hanna Beattie, Rebecca Russo",0,0,0,0
"Hanna Beattie, Sammy Kolowrat",0,0,0,0
"Hanna Beattie, Saroya Tinker",0,0,0,0
"Hanna Beattie, Sonjia Shelly",0,0,0,0
"Hanna Beattie, Tera Hofmann",0,0,0,0
"Hanna Beattie, Theresa Knutson",0,0,0,0
"Hanna Beattie, Allie Thunstrom",0,0,0,0
"Hanna Beattie, Amanda Leveille",0,0,0,0
"Hanna Beattie, Audra Richards",0,0,0,0
"Hanna Beattie, Brooke White",0,0,0,0
"Hanna Beattie, Chelsey Brodt-Rosenthal",0,0,0,0
"Hanna Beattie, Emma Stauber",0,0,0,0
"Hanna Beattie, Haley Mack",0,0,0,0
"Hanna Beattie, Haylea Schmid",0,0,0,0
"Hanna Beattie, Jonna Curtis",0,0,0,0
"Hanna Beattie, Lynn Astrup",0,0,0,0
"Hanna Beattie, Maddie Rowe",0,0,0,0
"Hanna Beattie, Meaghan Pezon",0,0,0,0
"Hanna Beattie, Meghan Lorence",0,0,0,0
"Hanna Beattie, Nina Rodgers",0,0,0,0
"Hanna Beattie, Rose Alleva",0,0,0,0
"Hanna Beattie, Sara Bustad",0,0,0,0
"Hanna Beattie, Stephanie Anderson",0,0,0,0
"Hanna Beattie, Sydney Baldwin",0,0,0,0
"Hanna Beattie, Winny Brodt-Brown",0,0,0,0
"Hanna Beattie, Amy Curlew",0,0,0,0
"Hanna Beattie, Breanne Wilson-Bennett",0,0,0,0
"Hanna Beattie, Brooke Boquist",0,0,0,0
"Hanna Beattie, Elaine Chuli",0,0,0,0
"Hanna Beattie, Emily Fluke",0,0,0,0
"Hanna Beattie, Emma Greco",0,0,0,0
"Hanna Beattie, Emma Woods",0,0,0,0
"Hanna Beattie, Julie Allen",0,0,0,0
"Hanna Beattie, Kristen Barbara",0,0,0,0
"Hanna Beattie, Lindsay Eastwood",0,0,0,0
"Hanna Beattie, Mackenzie MacNeil",0,0,0,0
"Hanna Beattie, Megan Quinn",0,0,0,0
"Hanna Beattie, Mikyla Grant-Mentis",0,0,0,0
"Hanna Beattie, Natalie Marcuzzi",0,0,0,0
"Hanna Beattie, Samantha Ridgewell",0,0,0,0
"Hanna Beattie, Sarah Steele",0,0,0,0
"Hanna Beattie, Sarah-Eve Coutu Godbout",0,0,0,0
"Hanna Beattie, Shiann Darkangelo",0,0,0,0
